"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","THIRD_GRADE_READING","FIFTH_GRADE_READING","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","EIGHTH_GRADE_READING","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH","ENGLISH_BEGH","ENGLISH_DEVH","ENGLISH_PROFH","ENGLISH_DISTH","MATH_BEGH","MATH_DEVH","MATH_PROFH","MATH_DISTH","SCIENCE_BEGH","SCIENCE_DEVH","SCIENCE_PROFH","SCIENCE_DISTH","SOC_BEGH","SOC_DEVH","SOC_PROFH","SOC_DISTH","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","ENGLISH_BEGE","ENGLISH_DEVE","ENGLISH_PROFE","ENGLISH_DISTE","MATH_BEGE","MATH_DEVE","MATH_PROFE","MATH_DISTE","SCIENCE_BEGE","SCIENCE_DEVE","SCIENCE_PROFE","SCIENCE_DISTE","SOC_BEGE","SOC_DEVE","SOC_PROFE","SOC_DISTE","ENGLISH_BEGM","ENGLISH_DEVM","ENGLISH_PROFM","ENGLISH_DISTM","MATH_BEGM","MATH_DEVM","MATH_PROFM","MATH_DISTM","SCIENCE_BEGM","SCIENCE_DEVM","SCIENCE_PROFM","SCIENCE_DISTM","SOC_BEGM","SOC_DEVM","SOC_PROFM","SOC_DISTM","COLLEGEENROLLMENT","FINANCIALEFFICIENCY","SCHOOLCLIMATE","MOBILITY","PPE"
"2021","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EMH","http://www.treutlen.k12.ga.us/","(912)529-7101","5040 South Third Street","Soperton","GA","30457","1112","DISTRICT","","","0","0","37","3","3","56",47.4,14.6,1,"","","","","","36.6","38.7","","","","","","30.2","","","","","","","34.5","23","26.4","16.1","51.4","31.9","16.7","0","32.4","36.5","25.7","5.4","31.3","37.5","20.3","10.9","53.5","42.9","87.7","36.8","34.2","24.7","4.3","29.9","32.5","27.3","10.4","72.8","20.7","6.5","0","","","","","42.1","34.9","21.3","1.7","35.2","47.6","13.7","3.4","62.7","27.1","6.8","3.4","51.7","31.7","10","6.7","42.31","","","11.8","10543.11"
"2022","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EMH","http://www.treutlen.k12.ga.us/","912-5294228","5040 South Third Street","Soperton","GA","30457","1066","DISTRICT","","",".3",".1","39","2.8","4.5","53.3",37.8,16.4,0.8,"59.7","TFS","","71.4","","47.8","55.6","40.9","TFS","","66.9","","39.5","47.7","TFS","","63.4","89.1","","23.6","58.2","18.2","0","64.6","29.3","4.9","1.2","38.1","25.4","25.4","11.1","29.2","29.2","19.4","22.2","","40.9","88.9","33.8","30.4","27.9","7.8","18.1","38.2","27.5","16.2","42.7","36.8","17.7","2.9","","","","","42.3","37.6","19","1.1","37.6","40.5","18.6","3.2","50","29.5","18","2.6","42.3","39.7","11.5","6.4","48.81","","","10.5","12026.42"
"2023","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EMH","http://www.treutlen.k12.ga.us/","912.529.7131","5040 South Third Street","Soperton","GA","30457-5386","1011","DISTRICT","","72.3",".4",".1","39.4","3.1","4.6","52.4",44.7,17.8,0.8,"60.1","69.8","67.9","81.2","68.8","47.2","41.2","51","84.4","100","80.1","75.8","49.4","53.4","86.1","71.9","81.4","88.8","74.5","28.3","33.3","30","8.3","48.1","40.3","10.4","1.3","29.8","29.8","33.3","7","22","36","36","6","69.3","100","87.7","26.7","39","24.6","9.7","25.6","28.7","31.3","14.4","46.2","27.7","21.5","4.6","","","","","34.8","37.1","26.2","1.9","25.6","50.8","19.9","3.8","41.4","28.7","23","6.9","21.8","34.5","35.6","8.1","77.09","","","11.5","13814.17"
"2024","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EMH","http://www.treutlen.k12.ga.us/","912.529-7101","5040 South Third Street","Soperton","GA","30457","988","DISTRICT","","71.7",".3",".2","37.9","3.5","5.2","52.9",68.5,18.6,1.2,"71.2","80.9","100","81.7","81.0","45.9","63.3","54.4","74.8","38.5","79.8","64.3","53.4","53.5","61.2","41.7","77.5","88.3","63.6","24","38","30","8","43.2","27.4","22.1","7.4","38.9","22.2","31.5","7.4","36.7","31.7","21.7","10","78.4","83.9","87.7","23.8","31.4","34.6","10.3","11.4","32.4","36.8","19.5","37.5","26.8","25","10.7","","","","","30.8","33.3","30.3","5.6","29.6","40.3","24","6","41.9","28","24.7","5.4","25.8","32.3","33.3","8.6","55.93","2","","11.5","15975.87"
"2025","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EMH","http://www.treutlen.k12.ga.us/","N/A","5040 South Third Street","Soperton","GA","30457","1018","DISTRICT","","76.9",".5",".1","36.5","4.5","5","53.3",61,18.4,1.8,"72.7","76.9","75","84.6","73.7","50","54.7","53.9","66","63.9","75.3","73.7","46.8","58.3","90.4","75","79","81.5","73.7","38.3","25","33.3","3.3","23.7","46.5","20.2","9.7","17.6","37.8","31.1","13.5","34.9","28.9","28.9","7.2","73.8","100","78.4","19.9","38.4","29.9","11.9","11.9","30.8","33.7","23.7","37.8","27","24.3","10.8","","","","","39","30.5","27.2","3.3","29.1","38.5","24.9","7.5","38.2","32.9","21.1","7.9","19.7","26.3","42.1","11.8","","0.0","","11.1",""
"2018","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","(912)529-7161","7892 Ga Highway 29","Soperton","GA","30457","572","PK, KK, 01, 02, 03, 04, 05","","64.8","0","0","40","3","5","51",53.3,16,1,"52.5","69.4","77.8","65.6","64.8","44.2","43.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","39.4","23.6","6.3","18.9","45.3","28.3","7.5","50","31.6","18.4","0","39.5","44.7","10.5","5.3","","","","","","","","","","","","","","","","","","","3","12.8",""
"2019","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","(912)529-7161","7892 Ga Highway 29","Soperton","GA","30457","579","PK, KK, 01, 02, 03, 04, 05","","54.9","0","0","40","4","4","52",51.5,17,0,"53.2","56.7","44.4","62.2","54.9","37.2","42.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5","40","22.7","5.8","16.3","45.1","33.9","4.7","51.7","30.3","13.5","4.5","41.6","44.9","10.1","3.4","","","","","","","","","","","","","","","","","","2.5","4","11.4","9185.13"
"2020","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","(912)529-7161","7892 Ga Highway 29","Soperton","GA","30457","549","PK, KK, 01, 02, 03, 04, 05","","","0","0","37","4","4","55",46.6,15,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10724.57"
"2021","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","(912)529-7161","7892 Ga Highway 29","Soperton","GA","30457","514","PK, KK, 01, 02, 03, 04, 05","","","0","0","35","4","4","56",52.5,14.7,1,"","","","","","36.6","38.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8","34.2","24.7","4.3","29.9","32.5","27.3","10.4","72.8","20.7","6.5","0","","","","","","","","","","","","","","","","","","","","","","","","14.3","11426"
"2022","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","912.529.7161","7892 Ga Highway 29","Soperton","GA","30457-5386","459","PK, KK, 01, 02, 03, 04, 05","","","0","0","37","3.5","5.2","54.2",43.7,17.9,0.7,"59.7","TFS","","71.4","","47.8","55.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8","30.4","27.9","7.8","18.1","38.2","27.5","16.2","42.7","36.8","17.7","2.9","","","","","","","","","","","","","","","","","","","","","","","","10","13156.66"
"2023","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","912.529.7161","7892 Ga Highway 29","Soperton","GA","30457-5386","455","PK, KK, 01, 02, 03, 04, 05","","68.8","0","0","37.4","3.3","5.9","53.4",49.6,19.1,0.2,"60.1","69.8","67.9","81.2","68.8","47.2","41.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7","39","24.6","9.7","25.6","28.7","31.3","14.4","46.2","27.7","21.5","4.6","","","","","","","","","","","","","","","","","","","","","","","","15.6","14581.76"
"2024","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","912.529.7161","7892 Ga Highway 29","Soperton","GA","30457-5386","448","PK, KK, 01, 02, 03, 04, 05","","81.0",".2","0","35","4","6","54.7",71.6,19,1.3,"71.2","80.9","100","81.7","81.0","45.9","63.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8","31.4","34.6","10.3","11.4","32.4","36.8","19.5","37.5","26.8","25","10.7","","","","","","","","","","","","","","","","","","","","","","2","3","12.6","16829"
"2025","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","N","E","http://www.treutlen.k12.ga.us/","912.529.7161","7892 Ga Highway 29","Soperton","GA","30457-5386","473","PK, KK, 01, 02, 03, 04, 05","","76.9",".6","0","31.9","4.9","5.5","57.1",63.7,17.5,1.7,"72.7","76.9","75","84.6","76.9","50","54.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9","38.4","29.9","11.9","11.9","30.8","33.7","23.7","37.8","27","24.3","10.8","","","","","","","","","","","","","","","","","","","","","","0.0","","12",""
"2018","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","MH","http://www.treutlen.k12.ga.us/","(912)529-7131","7892 Ga Highway 29","Soperton","GA","30457","572","06, 07, 08, 09, 10, 11, 12","","66.2","0","0","40","1","2","56",40.1,11,0,"","","","","","","","45.1","78.7","41.7","75.4","62.4","55.8","48.9","84.7","75","64.5","83.6","69.8","19","43","32.9","5.1","44.3","37.7","18","0","42.4","33.9","20.3","3.4","53.2","29","17.7","0","40.3","39.4","84.8","","","","","","","","","","","","","","","","","37","37.9","24.3",".8","33.7","37.9","20.2","8.2","47.7","30.2","18.6","3.5","45.3","40.7","14","0","","","4","11.4",""
"2019","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","MH","http://www.treutlen.k12.ga.us/","(912)529-7131","7892 Ga Highway 29","Soperton","GA","30457","548","06, 07, 08, 09, 10, 11, 12","","63.0","1","0","39","1","3","56",37.8,11,0,"","","","","","","","40.7","66.1","11.1","72.2","51.5","54","52.8","86.1","81.3","68.9","83.5","72.7","32.7","42.9","22.4","2","31.3","44.6","24.1","0","17.1","14.3","62.9","5.7","35.3","41.2","20.6","2.9","49.3","87.6","81.7","","","","","","","","","","","","","","","","","43","30.2","24.3","2.6","37.4","41.3","17.4","3.8","46","42.9","11.1","0","47.6","47.6","4.8","0","59.7","3","5","11.2","9643.35"
"2020","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","H","http://www.treutlen.k12.ga.us/","(912)529-7131","7892 Ga Highway 29","Soperton","GA","30457","547","06, 07, 08, 09, 10, 11, 12","","","1","0","40","2","4","53",35.9,13.9,1,"","","","","","","","","","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.15","","","7.6","9827.57"
"2021","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","MH","http://www.treutlen.k12.ga.us/","(912)529-7131","7892 Ga Highway 29","Soperton","GA","30457","598","06, 07, 08, 09, 10, 11, 12","","","1","0","39","2","3","55",43,14.5,1,"","","","","","","","","","","","","30.2","","","","","","","34.5","23","26.4","16.1","51.4","31.9","16.7","0","32.4","36.5","25.7","5.4","31.3","37.5","20.3","10.9","53.5","42.9","87.7","","","","","","","","","","","","","","","","","42.1","34.9","21.3","1.7","35.2","47.6","13.7","3.4","62.7","27.1","6.8","3.4","51.7","31.7","10","6.7","46.16","","","9.8","9786.79"
"2022","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","MH","http://www.treutlen.k12.ga.us/","912.529.7131","7892 Ga Highway 29","Soperton","GA","30457-5386","607","06, 07, 08, 09, 10, 11, 12","","",".5",".2","40.5","2.3","4","52.6",33.4,15.3,0.8,"","","","","","","","40.9","TFS","","66.9","","39.5","47.7","TFS","","63.4","89.1","","23.6","58.2","18.2","0","64.6","29.3","4.9","1.2","38.1","25.4","25.4","11.1","29.2","29.2","19.4","22.2","","40.9","88.9","","","","","","","","","","","","","","","","","42.3","37.6","19","1.1","37.6","40.5","18.6","3.2","50","29.5","18","2.6","42.3","39.7","11.5","6.4","48.81","","","10.9","11172.29"
"2023","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","MH","http://www.treutlen.k12.ga.us/","912.529.7131","7892 Ga Highway 29","Soperton","GA","30457-5386","556","06, 07, 08, 09, 10, 11, 12","","75.2",".7",".2","41","2.9","3.6","51.6",40.8,16.7,1.3,"","","","","","","","51","84.4","100","80.1","75.8","49.4","53.4","86.1","71.9","81.4","","74.5","28.3","33.3","30","8.3","48.1","40.3","10.4","1.3","29.8","29.8","33.3","7","22","36","36","6","69.3","100","87.7","","","","","","","","","","","","","","","","","34.8","37.1","26.2","1.9","25.6","50.8","19.9","3.8","41.4","28.7","23","6.9","21.8","34.5","35.6","8.1","77.09","","","8.5","13198.08"
"2024","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","MH","http://www.treutlen.k12.ga.us/","912.529.7131","7892 Ga Highway 29","Soperton","GA","30457-5386","540","06, 07, 08, 09, 10, 11, 12","","63.9",".4",".4","40.2","3.1","4.4","51.5",66,18.3,1.1,"","","","","","","","54.4","74.8","38.5","79.8","64.3","53.4","53.5","61.2","41.7","77.5","88.3","63.6","24","38","30","8","43.2","27.4","22.1","7.4","38.9","22.2","31.5","7.4","36.7","31.7","21.7","10","78.4","83.9","87.7","","","","","","","","","","","","","","","","","30.8","33.3","30.3","5.6","29.6","40.3","24","6","41.9","28","24.7","5.4","25.8","32.3","33.3","8.6","55.93","2.5","3","10.5","15260.13"
"2025","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","N","MH","http://www.treutlen.k12.ga.us/","912.529.7131","7892 Ga Highway 29","Soperton","GA","30457-5386","545","06, 07, 08, 09, 10, 11, 12","","76.2",".4",".2","40.6","4.2","4.6","50.1",58.7,19.1,1.8,"","","","","","","","53.9","66","63.9","75.3","71.0","46.8","58.3","90.4","75","79","81.5","71.0","38.3","25","33.3","3.3","23.7","46.5","20.2","9.7","17.6","37.8","31.1","13.5","34.9","28.9","28.9","7.2","73.8","100","78.4","","","","","","","","","","","","","","","","","39","30.5","27.2","3.3","29.1","38.5","24.9","7.5","38.2","32.9","21.1","7.9","19.7","26.3","42.1","11.8","26.32","0.0","","10.4",""
"2018","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","(706)812-7900","100 North Davis Road","LaGrange","GA","30241","12698","DISTRICT","","70.5","2","0","43","6","4","44",38.4,10,5,"56.3","82.1","37.5","76.9","66.6","40.5","54.1","50","71.2","29.7","76.4","59.7","55.3","61.9","77.5","56.9","69.1","83.2","70.4","27.5","40.7","29.1","2.7","35.8","39.7","20.5","4.1","26.9","26.2","39","7.9","29.8","33.2","26.3","10.7","43.5","79.5","86.6","29.2","35.6","26.6","8.7","21.1","38.8","30","10.2","42.2","28.1","23.3","6.4","28.1","51.3","14.6","6","34.3","35.2","25.1","5.3","31","40.9","21.3","6.8","55.6","24.1","17.3","3","41","38.1","16.8","4.2","","3","","16.3","9685.99"
"2019","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","(706)812-7900","100 North Davis Road","LaGrange","GA","30241","12647","DISTRICT","","70.5","2.0","0.0","43.0","6.0","4.0","44.0",38.4,10,5,"59","85.9","58.3","78.3","72.2","40.5","54.1","51.3","73.3","48.6","76.7","63.7","55.3","63.5","80.5","66.7","69.6","86.1","73.2","27.5","40.7","29.1","2.7","35.8","39.7","20.5","4.1","26.9","26.2","39","7.9","29.8","33.2","26.3","10.7","43.5","79.5","86.6","29.2","35.6","26.6","8.7","21.1","38.8","30","10.2","42.2","28.1","23.3","6.4","28.1","51.3","14.6","6","34.3","35.2","25.1","5.3","31","40.9","21.3","6.8","55.6","24.1","17.3","3","41","38.1","16.8","4.2","48.83","3","","16.3","9685.99"
"2020","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","(706)812-7900","100 North Davis Road","LaGrange","GA","30241","12496","DISTRICT","","","2.0","0.0","43.0","7.0","4.0","43.0",35.8,10.3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.93","","","14","10196.18"
"2021","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","(706)812-7900","100 North Davis Road","LaGrange","GA","30241","12467","DISTRICT","","","2","0","43","8","5","42",44.3,10.9,5,"","","","","","33.5","45.8","","","","","","43.2","","","","","","","24.2","26.3","31.2","18.2","52.6","29.2","16.4","1.8","37.3","27.1","29.8","5.8","33.8","27.1","23","16.1","46.1","46.5","85.9","39.4","31.5","22.8","6.2","30.1","36.1","25.2","8.7","46.2","28.8","20","5","","","","","39","31.4","24.6","4.9","41.2","36.7","16.7","5.5","55.4","20","17.7","6.9","44","37.7","15.2","3.1","47.88","","","12.9","10241.57"
"2022","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","706-8127900","100 North Davis Road","LaGrange","GA","30241","12768","DISTRICT","","","2.1",".1","43.9","8.3","5.1","40.5",36.2,12.7,5,"57.4","100.00+","","70.5","","40.1","48.3","48.1","58.6","","68.6","","47.6","53.7","76.3","","63.1","86.6","","35.6","38.3","23.2","2.8","35.6","31.4","25.5","7.5","38.2","26.5","29.9","5.3","29.2","28","25.6","17.3","","42.6","85.9","33.9","31.8","25.4","9","26.4","33.2","28.4","12","40.7","27.6","25.7","6","","","","","35.9","34.2","25.2","4.7","35.8","37","19.4","7.8","48.5","25","20.3","6.2","36.1","40.7","18.9","4.3","43.48","","","17","11671.48"
"2023","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","706.812.7988","100 North Davis Road","LaGrange","GA","30240-1808","12858","DISTRICT","","79.0","1.9",".2","44.2","9.4","5.2","39.1",41.2,13.3,5.6,"61.7","90.5","100","82.6","81.7","41.7","50","52.2","80.3","82.4","79.3","72.1","48.1","59.6","98.5","96.8","68.1","86.2","80.3","32.6","39","25.9","2.5","31.7","27","31.6","9.8","36.5","23.5","30.9","9.1","23.3","26.5","30.5","19.7","51.7","83","86","30","33.2","26.5","10.2","21.6","34.6","29.5","14.3","38.8","27.4","25.7","8.2","","","","","33.1","32.5","28","6.5","30.8","38.5","21.5","9.2","46.3","24.9","20.2","8.5","38.3","36.6","18.9","6.2","48.88","","","16.9","11854.75"
"2024","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","706.812-7900","100 North Davis RoadBuilding C","LaGrange","GA","30241","12929","DISTRICT","","74.7","1.9",".2","43.9","11.1","5","37.9",64.2,13.2,7.4,"63.9","82.8","77.8","82","76.3","39.5","54.6","54.4","79.2","66","80.1","69.9","54.1","61.8","96.9","45.8","72","86.1","75.9","31.9","33.7","30.7","3.8","24","27.9","33.3","14.9","36.7","28.6","27.1","7.6","24.9","24.9","32.2","18.1","55.7","89.9","85.8","31.5","29.1","28.1","11.2","22.6","31.6","30.3","15.5","36.3","20.8","29.7","13.2","","","","","31.8","33.3","29","5.9","25.8","39.2","23.3","11.8","51","22","20.9","6.2","35.5","36.6","21.5","6.3","49.42","3.5","","17","13240.62"
"2025","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","N","EMH","http://www.troup.org/","N/A","100 North Davis RoadBuilding C","LaGrange","GA","30240","12949","DISTRICT","","77.1","1.8",".2","43.9","12","5.3","36.9",57.6,13.4,8,"64.6","89.2","65.4","83.3","76.6","37","51.1","58","82.7","83.8","81.4","76.6","48.2","63.9","87.2","65.7","75.4","91.1","76.6","25.3","38.8","31.4","4.5","21.9","29.2","30.3","18.6","32.3","25.8","31.3","10.6","31.3","24.6","26.9","17.3","63.2","84.1","93.5","30.4","31.9","26.9","10.9","21","33.8","29.6","15.7","29.5","27.8","27.1","15.7","","","","","34.5","31.4","26.2","7.9","21","39","26.6","13.5","42","25","22.2","10.8","33.8","34.2","24.9","7.1","","0.0","","18.6",""
