"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","THIRD_GRADE_READING","FIFTH_GRADE_READING","EIGHTH_GRADE_READING","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","COLLEGEENROLLMENT"
"2023","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","770.725.6700","2600 Malcom Bridge Rd","Bogart","GA","30622-5320","418","PK, KK, 01, 02, 03, 04, 05","","88.6","80.6","74.4","","","","",""
"2024","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","770.725.6700","2600 Malcom Bridge Rd","Bogart","GA","30622-5320","608","PK, KK, 01, 02, 03, 04, 05","","96.7","62.9","78.8","","","","",""
"2025","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","770.725.6700","2600 Malcom Bridge Rd","Bogart","GA","30622-5320","614","PK, KK, 01, 02, 03, 04, 05","","94.0","58.8","76.7","","","","",""
"2018","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","(770)725-2319","2500 Malcom Bridge Road","Bogart","GA","30622","1060","06, 07, 08","Highest Performing (Bronze)","87.5","","","84.5","","","",""
"2019","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","(706) 310-1992","2500 Malcom Bridge Road","Bogart","GA","30622","1101","06, 07, 08","Highest Performing (Bronze)","92.4","","","79.9","","","",""
"2020","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","(706) 310-1992","2500 Malcom Bridge Road","Bogart","GA","30622","1086","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","(706) 310-1992","2500 Malcom Bridge Road","Bogart","GA","30622","1052","06, 07, 08","","","","","76.5","","","",""
"2022","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","770.725.2319","2500 Malcom Bridge Rd","Bogart","GA","30622-2385","1084","06, 07, 08","","","","","82.7","","","",""
"2023","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","770.725.2319","2500 Malcom Bridge Rd","Bogart","GA","30622-2385","1108","06, 07, 08","","88.7","","","82.3","","","",""
"2024","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","770.725.2319","2500 Malcom Bridge Rd","Bogart","GA","30622-2385","592","06, 07, 08","","97.2","","","87.8","","","",""
"2025","SCHOOL","7080198","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Middle School","0198","N","M","https://www.oconeeschools.org/","770.725.2319","2500 Malcom Bridge Rd","Bogart","GA","30622-2385","565","06, 07, 08","","96.2","","","79.9","","","","14.29"
"2018","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","(706)769-6655","2721 Hog Mountain Road","Watkinsville","GA","30677","1189","09, 10, 11, 12","Greatest Gains (Gold)/Highest Performing (Bronze)","93.7","","","","82.5","71.2","91.8",""
"2019","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","(706)769-6655","2721 Hog Mountain Road","Watkinsville","GA","30677","1194","09, 10, 11, 12","Greatest Gains (Silver)","90.6","","","","78.8","100","98","77.04"
"2020","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","(706)769-6655","2721 Hog Mountain Road","Watkinsville","GA","30677","1188","09, 10, 11, 12","","","","","","","","96.7","77.12"
"2021","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","(706)769-6655","2721 Hog Mountain Road","Watkinsville","GA","30677","1230","09, 10, 11, 12","","","","","","72.3","74.2","97.5","79.85"
"2022","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","706.769.6655","2721 Hog Mountain Rd","Watkinsville","GA","30677-4818","1283","09, 10, 11, 12","","","","","","","69.4","97.4","76.72"
"2023","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","706.769.6655","2721 Hog Mountain Rd","Watkinsville","GA","30677-4818","1291","09, 10, 11, 12","","96.4","","","","77.6","100","94.7","85.87"
"2024","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","706.769.6655","2721 Hog Mountain Rd","Watkinsville","GA","30677-4818","1336","09, 10, 11, 12","","93.1","","","","81.7","100","98.5","78.7"
"2025","SCHOOL","7080293","Northeast Georgia RESA","708","Oconee County","Oconee County High School","0293","N","H","https://www.oconeeschools.org/","706.769.6655","2721 Hog Mountain Rd","Watkinsville","GA","30677-4818","1327","09, 10, 11, 12","","91.2","","","","78.2","100","99.4",""
"2019","SCHOOL","7080294","Northeast Georgia RESA","708","Oconee County","Dove Creek Elementary School","0294","N","E","https://www.oconeeschools.org/","(706) 310-2019","7129 og Mountain Road","Statham","GA","30666","581","KK, 01, 02, 03, 04, 05","","88.8","73.9","77.8","","","","",""
"2020","SCHOOL","7080294","Northeast Georgia RESA","708","Oconee County","Dove Creek Elementary School","0294","N","E","https://www.oconeeschools.org/","(706) 310-2019","7129 og Mountain Road","Statham","GA","30666","620","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7080294","Northeast Georgia RESA","708","Oconee County","Dove Creek Elementary School","0294","N","E","https://www.oconeeschools.org/","(706) 310-2019","7129 og Mountain Road","Statham","GA","30666","606","PK, KK, 01, 02, 03, 04, 05","","","65","77.9","","","","",""
"2022","SCHOOL","7080294","Northeast Georgia RESA","708","Oconee County","Dove Creek Elementary School","0294","N","E","https://www.oconeeschools.org/","706.310.2019","7921 Hog Mountain Road","Statham","GA","30666-3432","667","PK, KK, 01, 02, 03, 04, 05","","","63.4","69.6","","","","",""
"2023","SCHOOL","7080294","Northeast Georgia RESA","708","Oconee County","Dove Creek Elementary School","0294","N","E","https://www.oconeeschools.org/","706.310.2019","7921 Hog Mountain Road","Statham","GA","30666-3432","667","PK, KK, 01, 02, 03, 04, 05","","96.0","73.5","71.9","","","","",""
"2024","SCHOOL","7080294","Northeast Georgia RESA","708","Oconee County","Dove Creek Elementary School","0294","N","E","https://www.oconeeschools.org/","706.310.2019","7921 Hog Mountain Road","Statham","GA","30666-3432","574","PK, KK, 01, 02, 03, 04, 05","","98.2","64.2","83.7","","","","",""
"2025","SCHOOL","7080294","Northeast Georgia RESA","708","Oconee County","Dove Creek Elementary School","0294","N","E","https://www.oconeeschools.org/","706.310.2019","7921 Hog Mountain Road","Statham","GA","30666-3432","552","PK, KK, 01, 02, 03, 04, 05","","96.7","77.1","85.7","","","","",""
"2024","SCHOOL","7080295","Northeast Georgia RESA","708","Oconee County","Dove Creek Middle School","0295","N","M","https://www.oconeeschools.org/","706.310.2017","7915 Hog Mountain Rd","Statham","GA","30666","496","06, 07, 08","","96.7","","","86.3","","","",""
"2025","SCHOOL","7080295","Northeast Georgia RESA","708","Oconee County","Dove Creek Middle School","0295","N","M","https://www.oconeeschools.org/","706.310.2017","7915 Hog Mountain Rd","Statham","GA","30666","543","06, 07, 08","","93.1","","","79","","","","14.55"
"2018","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","(706)769-7791","2230 Hog Mountain Rd","Watkinsville","GA","30677","481","03, 04, 05","","85.3","68.9","79.1","","","","",""
"2019","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","(706)769-7791","2230 Hog Mountain Rd","Watkinsville","GA","30677","468","03, 04, 05","","81.1","67.7","81.4","","","","",""
"2020","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","(706)769-7791","2230 Hog Mountain Rd","Watkinsville","GA","30677","472","03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","(706)769-7791","2230 Hog Mountain Rd","Watkinsville","GA","30677","464","03, 04, 05","","","66","74.3","","","","",""
"2022","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","706.769.7791","2230 Hog Mountain Rd","Watkinsville","GA","30677-4807","464","03, 04, 05","","","63.9","76.6","","","","",""
"2023","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","706.769.7791","2230 Hog Mountain Rd","Watkinsville","GA","30677-4807","495","03, 04, 05","","83.9","70.2","71.1","","","","",""
"2024","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","706.769.7791","2230 Hog Mountain Rd","Watkinsville","GA","30677-4807","411","03, 04, 05","","92.1","80.3","76.7","","","","",""
"2025","SCHOOL","7081050","Northeast Georgia RESA","708","Oconee County","Oconee County Elementary School","1050","N","E","https://www.oconeeschools.org/","706.769.7791","2230 Hog Mountain Rd","Watkinsville","GA","30677-4807","417","03, 04, 05","","92.4","62.6","82.9","","","","",""
"2018","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","(706)769-5130","191 Colham Ferry Rd","Watkinsville","GA","30677","575","KK, 01, 02, 03, 04, 05","","85.9","73.7","78.8","","","","",""
"2019","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","(706)769-5130","191 Colham Ferry Rd","Watkinsville","GA","30677","600","KK, 01, 02, 03, 04, 05","","90.7","69.2","79.8","","","","",""
"2020","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","(706)769-5130","191 Colham Ferry Rd","Watkinsville","GA","30677","599","KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","(706)769-5130","191 Colham Ferry Rd","Watkinsville","GA","30677","589","PK, KK, 01, 02, 03, 04, 05","","","70.2","75","","","","",""
"2022","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","706.769.7764","191 Colham Ferry Rd","Watkinsville","GA","30677-2619","581","PK, KK, 01, 02, 03, 04, 05","","","72.4","77.5","","","","",""
"2023","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","706.769.7764","191 Colham Ferry Rd","Watkinsville","GA","30677-2619","599","PK, KK, 01, 02, 03, 04, 05","","90.6","68.7","80.8","","","","",""
"2024","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","706.769.7764","191 Colham Ferry Rd","Watkinsville","GA","30677-2619","592","PK, KK, 01, 02, 03, 04, 05","","97.6","58.9","78","","","","",""
"2025","SCHOOL","7083050","Northeast Georgia RESA","708","Oconee County","Colham Ferry Elementary School","3050","N","E","https://www.oconeeschools.org/","706.769.7764","191 Colham Ferry Rd","Watkinsville","GA","30677-2619","586","PK, KK, 01, 02, 03, 04, 05","","96.7","65","76.7","","","","",""
"2018","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","(706)743-8128","735 Athens Road","Lexington","GA","30648","2201","DISTRICT","","80.0","44.8","66.7","77.1","79.5","72","94.8",""
"2019","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","(706)743-8128","735 Athens Road","Lexington","GA","30648","2161","DISTRICT","","80.0","44.8","66.7","77.1","79.5","72","94.8","54.33"
"2020","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","(706)743-8128","735 Athens Road","Lexington","GA","30648","2152","DISTRICT","","","","","","","","96.4","53.28"
"2021","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","(706)743-8128","735 Athens Road","Lexington","GA","30648","2194","DISTRICT","","","31.6","50","63.1","73.6","50.4","94.2","56.49"
"2022","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","706-7438128","735 Athens Road","Lexington","GA","30648","2285","DISTRICT","","","38.1","49.4","64.8","","50","94.2","60.61"
"2023","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","706.743.8194","735 Athens Road","Lexington","GA","30648-1904","2314","DISTRICT","","69.0","40.2","46.7","72.4","71.2","89.5","95.8","61.32"
"2024","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","706.743-8128","735 Athens Road","Lexington","GA","30648","2369","DISTRICT","","75.4","42.9","54.7","69.9","80","67.9","95.5","53.94"
"2025","DISTRICT","709","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County","709","N","EMH","http://www.oglethorpe.k12.ga.us/","N/A","735 Athens Road","Lexington","GA","30648","2387","DISTRICT","","79.1","36","60.1","61.8","75.6","54.8","91.7",""
"2018","SCHOOL","7090112","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County Middle School","0112","N","M","http://www.oglethorpe.k12.ga.us/","(706)743-8146","270 Buddy Faust Road","Crawford","GA","30630","541","06, 07, 08","Greatest Gains (Platinum)","83.8","","","74.5","","","",""
"2019","SCHOOL","7090112","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County Middle School","0112","N","M","http://www.oglethorpe.k12.ga.us/","(706)743-8146","270 Buddy Faust Road","Crawford","GA","30630","521","06, 07, 08","Greatest Gains (Platinum)","82.5","","","77.1","","","",""
"2020","SCHOOL","7090112","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County Middle School","0112","N","M","http://www.oglethorpe.k12.ga.us/","(706)743-8146","270 Buddy Faust Road","Crawford","GA","30630","519","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","7090112","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County Middle School","0112","N","M","http://www.oglethorpe.k12.ga.us/","(706)743-8146","270 Buddy Faust Road","Crawford","GA","30630","517","06, 07, 08","","","","","63.1","","","",""
"2022","SCHOOL","7090112","Northeast Georgia RESA","709","Oglethorpe County","Oglethorpe County Middle School","0112","N","M","http://www.oglethorpe.k12.ga.us/","706.743.8146","270 Buddy Faust Rd","Crawford","GA","30630-2203","556","06, 07, 08","","","","","64.8","","","",""
